Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,🙈 Symbol,"🙈 Google
Symbol",🙈 Score,Analyst Target Price,Tip Ranks Difference
NASDAQ:DJCO,11 Feb 2026,$662.32,3,,5,,$541.66,22.28%,,,,$496.84,-8.27%,$591.96,9.29%,$594.51,9.76%,DJCO,NASDAQ:DJCO,-0.261,,
NYSE:DKL,10 Apr 2025,$44.97,1,,,,$48.81,-7.87%,,,,$48.01,-1.64%,$1.31,-97.31%,$37.90,-22.36%,DKL,NYSE:DKL,-0.782,$49.00,
NASDAQ:DKNG,18 Aug 2025,$46.45,3,$54.69,7,,$23.64,96.49%,,,,$21.94,-7.19%,$46.49,96.67%,$54.22,129.37%,DKNG,NASDAQ:DKNG,-0.147,$35.83,52.64%
NYSE:DLX,3 Jun 2025,$20.45,4,$23.00,7,,$28.94,-29.35%,,,,$27.68,-4.35%,$98.51,240.38%,$150.64,420.52%,DLX,NYSE:DLX,-0.485,$32.67,-29.60%
NASDAQ:DMLP,20 Sep 2025,$25.83,1,$25.30,1,,$27.70,-8.66%,,,,$28.27,2.06%,$57.28,106.79%,$70.77,155.48%,DMLP,NASDAQ:DMLP,-0.128,,
NASDAQ:DMRC,14 Jan 2026,$14.02,3,$10.00,2,,$6.59,51.75%,,,,$5.53,-16.08%,$4.27,-35.27%,$7.06,7.18%,DMRC,NASDAQ:DMRC,-0.612,$8.00,25.00%
NYSEAMERICAN:DNN,31 Jul 2024,$1.76,0,,,,$3.88,-54.64%,,,,$3.47,-10.57%,$3.18,-18.14%,$3.12,-19.71%,DNN,NYSEAMERICAN:DNN,-0.428,$4.94,
NASDAQ:DNUT,22 Dec 2023,$17.24,4,,,,$3.46,398.21%,,,,$3.27,-5.49%,$0.64,-81.58%,$14.49,318.65%,DNUT,NASDAQ:DNUT,-0.209,$4.35,
NYSE:DOLE,6 Mar 2026,$17.35,3,$14.00,4,,$14.93,-6.23%,,,,$16.07,7.64%,$10.50,-29.65%,$22.58,51.24%,DOLE,NYSE:DOLE,0.284,$17.55,-20.23%
NYSE:DOV,11 Nov 2025,$186.11,3,$210.90,7,,$215.46,-13.62%,,,,$217.18,0.80%,$321.64,49.28%,$352.55,63.63%,DOV,NYSE:DOV,-0.009,$230.91,-8.67%
NASDAQ:DOX,15 Apr 2026,$80.14,5,$92.33,8,3.75,$65.47,22.41%,22.41%,$80.14,$92.33,$62.90,-3.93%,$118.03,80.28%,$139.51,113.09%,DOX,NASDAQ:DOX,-0.398,$90.57,1.94%
NASDAQ:DOYU,2 Apr 2025,$7.06,3,$9.75,9,,$4.85,45.48%,,,,,-100.00%,-$2.00,-141.24%,-$2.00,-141.24%,DOYU,NASDAQ:DOYU,-2.000,,
NASDAQ:DPZ,9 Apr 2025,$433.44,3,$487.39,9,,$368.07,17.76%,,,,$364.63,-0.93%,$566.60,53.94%,$622.77,69.20%,DPZ,NASDAQ:DPZ,-0.280,$474.94,2.62%
NYSE:DQ,9 Feb 2026,$22.12,3,$28.07,5,,$21.69,1.98%,,,,$20.68,-4.66%,$55.17,154.37%,$329.77,1420.39%,DQ,NYSE:DQ,-0.491,$32.11,-12.58%
NYSE:DRD,28 Feb 2024,$9.55,4,,,,$30.75,-68.95%,,,,$31.06,1.01%,$0.00,-100.00%,$0.00,-100.00%,DRD,NYSE:DRD,-0.624,$46.50,
NYSE:DRH,23 Dec 2025,$11.46,5,$9.65,3,,$10.30,-6.31%,,,,,-100.00%,-$2.00,-119.42%,-$2.00,-119.42%,DRH,NASDAQ:DRH,-2.000,,
NYSE:DRI,18 Sep 2025,$167.77,1,,,,$199.68,-15.98%,,,,$184.58,-7.56%,$445.02,122.87%,$530.69,165.77%,DRI,NYSE:DRI,-0.723,$225.48,
NASDAQ:DRVN,4 Apr 2025,$17.90,3,$19.91,7,,$12.78,40.06%,,,,,-100.00%,-$2.00,-115.65%,-$2.00,-115.65%,DRVN,NASDAQ:DRVN,-2.000,,
NYSE:DSX,5 Mar 2026,$3.21,4,,,,$2.52,27.38%,,,,$2.58,2.38%,$1.03,-59.31%,$1.53,-39.32%,DSX,NYSE:DSX,0.083,$3.80,
NYSE:DT,10 Feb 2026,$53.18,3,$54.08,8,,$35.45,50.03%,,,,$32.56,-8.15%,$40.48,14.19%,$41.74,17.75%,DT,NYSE:DT,-0.474,$49.72,8.77%
NYSE:DUK,19 Sep 2025,$124.46,3,$130.90,7,,$127.98,-2.75%,,,,$128.94,0.75%,-$28.36,-122.16%,$43.16,-66.27%,DUK,NYSE:DUK,-0.610,$139.65,-6.27%
NASDAQ:DUOL,8 Feb 2026,$234.17,3,$232.22,4,,$98.78,135.09%,,,,$89.06,-9.84%,$225.81,128.60%,$230.53,133.38%,DUOL,NASDAQ:DUOL,-0.415,$105.73,119.63%
NASDAQ:DVLT,14 Jan 2026,$1.31,3,,,,$0.70,87.84%,,,,$0.65,-7.14%,$0.55,-22.11%,$0.76,8.13%,DVLT,NASDAQ:DVLT,-0.735,$3.00,
NYSE:DVN,27 Jan 2026,$43.47,4,$43.37,10,,$45.23,-4.11%,,,,$47.12,4.18%,$62.03,37.14%,$112.97,149.77%,DVN,NYSE:DVN,-0.280,$56.96,-23.86%
NASDAQ:DXCM,11 Dec 2025,$71.56,4,$85.74,7,,$61.54,16.28%,,,,$62.39,1.38%,$91.96,49.42%,$103.61,68.36%,DXCM,NASDAQ:DXCM,-0.094,$87.08,-1.54%
NYSE:DY,23 Aug 2024,$143.30,1,,,,$395.00,-63.72%,,,,$386.17,-2.24%,"$1,025.78",159.69%,"$1,220.81",209.07%,DY,NYSE:DY,-0.577,$467.91,
NASDAQ:EA,2 Jan 2026,$198.31,3,,,,$203.24,-2.43%,,,,$205.14,0.93%,$420.56,106.93%,$434.16,113.62%,EA,NASDAQ:EA,-0.002,$205.59,
NASDAQ:EBAY,22 Feb 2026,$73.85,1,$99.00,7,,$100.01,-26.16%,,,,$101.48,1.47%,$125.88,25.87%,$139.15,39.13%,EBAY,NASDAQ:EBAY,0.546,$99.03,-0.03%
NASDAQ:EBC,8 Oct 2025,$18.58,3,,,,$20.68,-10.15%,,,,$21.19,2.47%,-$79.55,-484.66%,-$76.13,-468.14%,EBC,NASDAQ:EBC,0.126,$23.42,
NYSE:EBF,10 Apr 2026,$23.62,4,,5,3.5,$21.40,10.37%,10.37%,$23.62,$24.00,$22.65,5.84%,$47.59,122.37%,$54.72,155.72%,EBF,NYSE:EBF,0.373,$24.00,
NYSE:EBS,5 Jan 2026,$13.61,3,$15.00,5,,$8.66,57.20%,,,,$7.87,-9.12%,$56.31,550.20%,$81.52,841.31%,EBS,NYSE:EBS,-0.379,$12.00,25.00%
NYSE:ECO,5 Mar 2026,$47.32,2,,,,$50.87,-6.98%,,,,$49.85,-2.01%,$111.10,118.41%,$53.68,5.52%,ECO,NYSE:ECO,-0.037,$55.00,
NASDAQ:ECPG,22 Jan 2026,$61.28,3,$64.25,5,,$78.69,-22.12%,,,,$76.23,-3.13%,-$79.04,-200.44%,-$55.34,-170.33%,ECPG,NASDAQ:ECPG,-0.029,$82.67,-22.28%
NASDAQ:ECX,10 Sep 2025,$1.94,4,,3,,$1.15,69.04%,,,,$1.08,-6.09%,-$1.00,-186.70%,-$1.11,-196.38%,ECX,NASDAQ:ECX,-0.592,$3.68,
NYSE:ED,16 Sep 2025,$102.44,3,$102.88,2,,$110.28,-7.11%,,,,$111.07,0.72%,-$1.58,-101.43%,$110.83,0.50%,ED,NYSE:ED,-0.496,$110.88,-7.22%
NYSE:EDN,16 Dec 2025,$46.50,3,,5,,$27.56,68.72%,,,,$27.60,0.15%,"-$4,308.27",-15732.32%,"-$2,237.11",-8217.22%,EDN,NYSE:EDN,-0.732,$38.50,
NYSE:EDU,19 Aug 2025,$59.25,3,,,,$55.47,6.82%,,,,$55.57,0.18%,$197.99,256.94%,$201.93,264.04%,EDU,NYSE:EDU,-0.367,$68.34,
NASDAQ:EEFT,11 Feb 2026,$105.16,3,$96.80,7,,$73.69,31.36%,,,,$68.31,-7.30%,$203.34,175.94%,$269.89,266.25%,EEFT,NASDAQ:EEFT,-0.193,$87.00,11.26%
NYSE:EFX,10 May 2024,$252.67,3,,,,$186.85,35.22%,,,,$173.78,-6.99%,$222.57,19.12%,$282.99,51.45%,EFX,NYSE:EFX,-0.702,$235.55,
NASDAQ:EGAN,28 Jan 2026,$10.58,3,$15.17,6,,$7.75,36.52%,,,,$7.17,-7.48%,$24.71,218.88%,$25.52,229.27%,EGAN,NASDAQ:EGAN,-0.371,$14.50,4.62%
NASDAQ:EGBN,23 Dec 2025,$22.58,3,$18.50,6,,$27.31,-32.26%,,,,$27.21,-0.37%,-$216.38,-892.30%,-$215.17,-887.90%,EGBN,NASDAQ:EGBN,0.063,$27.38,-32.43%
NASDAQ:EGHT,22 Jan 2026,$2.71,3,$2.25,3,,$1.82,23.63%,,,,$1.72,-5.49%,$3.35,84.25%,$4.00,119.73%,EGHT,NASDAQ:EGHT,-0.042,$2.31,-2.60%
NYSE:EGY,26 Aug 2025,$6.31,3,,,,$5.69,10.82%,,,,$5.86,2.99%,$17.47,206.96%,$33.32,485.63%,EGY,NYSE:EGY,-0.346,$8.43,
NASDAQ:EH,3 Sep 2025,$17.27,3,,,,$11.35,52.11%,,,,$10.38,-8.55%,$0.00,-100.00%,$0.00,-100.00%,EH,NASDAQ:EH,-0.367,$19.03,
NYSE:EHC,31 Dec 2025,$95.51,2,$145.00,8,,$105.24,-9.25%,,,,$106.30,1.01%,$149.80,42.34%,$215.79,105.05%,EHC,NYSE:EHC,-0.523,$142.73,1.59%
NYSE:EIX,30 Mar 2026,$76.29,4,$72.36,3,2.75,$71.35,1.42%,1.42%,$72.36,$76.29,$72.03,0.95%,-$14.91,-120.90%,-$30.27,-142.42%,EIX,NYSE:EIX,-0.263,$74.19,-2.47%
NYSE:EL,18 Aug 2025,$118.27,3,$95.25,6,,$76.60,24.35%,,,,$71.84,-6.21%,$201.46,163.00%,$244.30,218.92%,EL,NYSE:EL,-0.463,$102.64,-7.20%
NYSE:ELF,18 Aug 2025,$118.35,3,,,,$69.86,69.40%,,,,$64.56,-7.59%,$106.91,53.03%,$130.81,87.25%,ELF,NYSE:ELF,-0.235,$103.40,
NYSE:ELME,16 Feb 2026,$2.75,4,,3,,$2.16,27.11%,,,,$2.24,3.70%,-$1.49,-169.19%,$6.20,187.24%,ELME,NYSE:ELME,0.577,$18.00,
NYSE:ELP,13 Feb 2025,$6.84,3,$8.20,6,,#N/A,#N/A,,,,,#N/A,-$2.00,#N/A,-$2.00,#N/A,ELP,NYSE:ELP,-2.000,,
NYSE:ELS,19 Sep 2025,$70.10,5,$67.65,7,,$64.38,5.08%,,,,$63.45,-1.44%,$59.89,-6.97%,$79.52,23.52%,ELS,NYSE:ELS,-0.495,$69.86,-3.16%
NASDAQ:ELVR,11 Dec 2025,$44.92,3,,,,$63.96,-29.77%,,,,,-100.00%,-$2.00,-103.13%,-$2.00,-103.13%,ELVR,NASDAQ:ELVR,-2.000,,
NYSE:EME,23 Aug 2025,$518.72,1,$670.50,8,,$803.64,-35.45%,,,,$794.95,-1.08%,"$1,423.61",77.15%,"$1,499.64",86.61%,EME,NYSE:EME,-0.594,$864.17,-22.41%
NYSE:EMR,19 Nov 2025,$120.30,2,$146.64,9,,$140.40,-14.31%,,,,$143.93,2.51%,$149.63,6.57%,$175.50,25.00%,EMR,NYSE:EMR,-0.018,$164.17,-10.68%
NYSE:ENB,19 Aug 2025,$43.53,2,,,,$52.61,-17.26%,,,,$53.44,1.58%,-$6.26,-111.89%,$50.00,-4.96%,ENB,NYSE:ENB,-0.456,$50.48,
NYSE:ENOV,11 Dec 2025,$37.01,3,$49.00,5,,$25.33,46.12%,,,,$24.05,-5.05%,$17.50,-30.91%,$110.78,337.35%,ENOV,NYSE:ENOV,-0.418,$45.09,8.67%
NYSE:ENS,11 Mar 2026,$152.00,3,,,,$194.00,-21.65%,,,,$190.83,-1.63%,$447.06,130.44%,$502.52,159.03%,ENS,NYSE:ENS,-0.184,$189.09,
NASDAQ:ENSG,3 Jul 2025,$137.40,2,,,,$197.92,-30.58%,,,,$199.65,0.87%,$302.06,52.62%,$334.44,68.98%,ENSG,NASDAQ:ENSG,-0.124,$220.40,
NASDAQ:ENTG,9 Feb 2026,$124.28,3,$123.14,3,,$137.00,-10.12%,,,,$142.15,3.76%,$158.42,15.63%,$182.02,32.86%,ENTG,NASDAQ:ENTG,0.378,$141.40,-12.91%
NASDAQ:ENVX,20 Aug 2025,$9.75,3,,,,$6.31,54.47%,,,,$6.23,-1.27%,"-$2,292.58",-36432.42%,"-$2,292.13",-36425.37%,ENVX,NASDAQ:ENVX,0.186,$14.45,
NYSE:EOG,21 Sep 2025,$130.14,5,$141.91,7,,$132.39,-1.70%,,,,$136.33,2.98%,$185.09,39.81%,$214.73,62.20%,EOG,NYSE:EOG,-0.310,$149.73,-5.22%
NYSE:EPAC,11 Nov 2025,$44.87,3,$51.00,1,,$35.29,27.16%,,,,$37.95,7.54%,$46.68,32.26%,$42.10,19.30%,EPAC,NYSE:EPAC,0.297,$50.50,0.99%
NYSE:EPAM,26 Mar 2026,$178.81,3,$199.40,8,3.25,$128.42,39.24%,39.24%,$178.81,$199.40,$123.15,-4.10%,$304.03,136.74%,$334.27,160.29%,EPAM,NYSE:EPAM,-0.083,$189.00,5.50%
NYSE:EQBK,16 Mar 2026,$41.43,3,$52.50,4,,$45.34,-8.63%,,,,$46.19,1.87%,$0.00,-100.00%,$0.00,-100.00%,EQBK,NYSE:EQBK,-0.174,$52.33,0.32%
NYSE:EQNR,9 Sep 2025,$26.30,4,$25.60,9,,$36.82,-30.47%,,,,$39.24,6.57%,$84.43,129.30%,$32.23,-12.46%,EQNR,NYSE:EQNR,-0.294,$34.92,-26.69%
NYSE:EQT,20 Aug 2025,$46.57,2,,,,$56.76,-17.96%,,,,$56.83,0.12%,$89.13,57.03%,$157.73,177.89%,EQT,NYSE:EQT,-0.615,$68.46,
NASDAQ:ERIC,19 Jan 2026,$9.39,3,,6,,$11.87,-20.89%,,,,$12.27,3.37%,$41.14,246.60%,$46.42,291.04%,ERIC,NASDAQ:ERIC,0.063,$10.65,
NASDAQ:ERII,4 Sep 2025,$16.86,3,$17.00,6,,$10.62,58.77%,,,,$11.20,5.46%,$16.19,52.47%,$20.96,97.38%,ERII,NASDAQ:ERII,-0.033,$14.00,21.43%
NYSE:ERO,2 Sep 2025,$21.17,3,$18.76,5,,$29.72,-36.88%,,,,$30.77,3.53%,$52.74,77.45%,$82.80,178.60%,ERO,NYSE:ERO,-0.075,$35.63,-47.35%
NYSE:ESAB,23 Dec 2025,$119.83,3,$147.33,7,,$101.41,18.16%,,,,$100.15,-1.24%,$114.05,12.46%,$130.27,28.46%,ESAB,NYSE:ESAB,-0.200,$137.89,6.85%
NYSE:ESE,29 Jan 2026,$185.93,2,$275.00,4,,$307.70,-39.57%,,,,$307.92,0.07%,$436.05,41.71%,$503.97,63.79%,ESE,NYSE:ESE,-0.549,$306.67,-10.33%
NASDAQ:ESEA,5 Mar 2026,$65.04,3,,,,$70.84,-8.19%,,,,$71.14,0.42%,$228.00,221.85%,$266.12,275.66%,ESEA,NASDAQ:ESEA,0.010,$85.00,
NASDAQ:ESLT,24 Oct 2025,$494.42,3,,,,$899.00,-45.00%,,,,$930.24,3.47%,"$1,068.28",18.83%,"$1,133.70",26.11%,ESLT,NASDAQ:ESLT,-0.056,$842.17,
NYSE:ESNT,9 Apr 2024,$58.67,3,,,,$60.81,-3.51%,,,,$60.26,-0.90%,$139.34,129.15%,$139.89,130.04%,ESNT,NYSE:ESNT,-0.371,$67.69,
NASDAQ:ESQ,21 Oct 2025,$91.76,3,$110.00,5,,$115.01,-20.21%,,,,$112.29,-2.37%,-$6.81,-105.92%,$10.42,-90.94%,ESQ,NASDAQ:ESQ,-0.327,$123.33,-10.81%
NYSE:ESS,16 Sep 2025,$294.27,5,$293.97,7,,$251.71,16.79%,,,,$247.07,-1.84%,$354.18,40.71%,$522.87,107.73%,ESS,NYSE:ESS,-0.382,$279.00,5.37%
NASDAQ:ESTA,4 Dec 2025,$72.19,3,$71.75,6,,$66.61,7.72%,,,,$60.07,-9.82%,$44.16,-33.71%,$44.90,-32.59%,ESTA,NASDAQ:ESTA,-0.433,$88.00,-18.47%
NYSE:ESTC,19 Aug 2025,$94.39,3,$107.50,2,,$47.51,98.68%,,,,$43.46,-8.52%,$51.63,8.67%,$52.82,11.17%,ESTC,NYSE:ESTC,-0.361,$82.12,30.91%
NYSE:ET,29 Aug 2025,$15.01,5,$13.92,6,,$18.71,-25.60%,,,,$18.98,1.44%,$12.98,-30.65%,$13.26,-29.12%,ET,NYSE:ET,-0.064,$22.07,-36.93%
NYSE:ETD,11 Nov 2024,$36.07,4,,,,$22.28,61.87%,,,,$22.37,0.40%,$42.52,90.84%,$48.54,117.88%,ETD,NYSE:ETD,-0.098,$27.00,
NYSE:ETN,11 Nov 2025,$317.45,1,,,,$395.06,-19.65%,,,,$414.06,4.81%,$648.14,64.06%,$694.04,75.68%,ETN,NYSE:ETN,0.261,$410.20,
NYSE:ETR,24 Oct 2025,$79.12,1,,,,$114.95,-31.17%,,,,$113.70,-1.09%,$10.34,-91.01%,$54.57,-52.52%,ETR,NYSE:ETR,-0.575,$115.24,
NASDAQ:EVCM,9 Feb 2026,$14.79,3,$12.00,3,,$12.00,0.00%,,,,$10.87,-9.42%,$11.86,-1.20%,$17.30,44.17%,EVCM,NASDAQ:EVCM,-0.358,$10.93,9.79%
NYSE:EVTC,11 Feb 2026,$34.62,3,$30.50,4,,$30.27,0.76%,,,,$27.57,-8.92%,$49.74,64.33%,$72.54,139.65%,EVTC,NYSE:EVTC,-0.557,$32.60,-6.44%
NYSE:EVTL,1 Sep 2025,$5.43,3,$11.60,5,,$2.66,104.14%,,,,$2.25,-15.41%,-$2.15,-180.95%,-$2.08,-178.03%,EVTL,NYSE:EVTL,-0.388,$9.99,16.12%
NYSE:EW,11 Dec 2025,$87.08,3,$95.29,8,,$78.20,11.35%,,,,$77.58,-0.79%,$99.47,27.20%,$102.37,30.91%,EW,NYSE:EW,-0.325,$96.78,-1.54%
NASDAQ:EWBC,18 Mar 2026,$117.29,3,,,3,$117.34,-0.04%,-0.04%,$117.29,$129.75,$116.04,-1.11%,-$61.09,-152.06%,$22.49,-80.84%,EWBC,NASDAQ:EWBC,-0.022,$129.75,
NASDAQ:EXC,21 Sep 2025,$40.41,2,$47.67,6,,$47.88,-15.60%,,,,$48.30,0.88%,-$32.01,-166.85%,-$7.60,-115.88%,EXC,NASDAQ:EXC,-0.293,$51.41,-7.27%
NASDAQ:EXE,22 Jan 2026,$97.25,3,$133.00,9,,$96.05,1.25%,,,,$97.69,1.71%,$79.07,-17.68%,$196.08,104.14%,EXE,NASDAQ:EXE,-0.338,$132.67,0.25%
NASDAQ:EXFY,9 Feb 2026,$2.87,3,$5.00,2,,$0.89,222.47%,,,,,-100.00%,-$2.00,-324.72%,-$2.00,-324.72%,EXFY,NASDAQ:EXFY,-2.000,,
NYSE:EXK,12 Aug 2025,$5.26,3,,,,$9.86,-46.64%,,,,$9.21,-6.59%,$6.81,-30.92%,$9.59,-2.70%,EXK,NYSE:EXK,-0.543,$16.17,
NASDAQ:EXLS,24 Feb 2026,$44.69,5,$53.00,3,,$31.26,42.96%,,,,$30.68,-1.86%,$69.79,123.27%,$79.52,154.37%,EXLS,NASDAQ:EXLS,0.084,$41.71,27.07%
NYSE:EXP,23 Aug 2025,$240.86,4,$230.75,1,,$197.10,17.07%,,,,$195.35,-0.89%,$224.57,13.94%,$280.47,42.30%,EXP,NYSE:EXP,-0.275,$223.50,3.24%
NASDAQ:EXPE,4 Mar 2026,$219.55,3,$275.04,6,,$257.44,-14.72%,,,,$247.79,-3.75%,$214.57,-16.65%,$346.38,34.55%,EXPE,NASDAQ:EXPE,0.484,$283.00,-2.81%
NYSE:EXR,12 Oct 2025,$164.54,3,$156.20,5,,$141.06,10.73%,,,,$138.82,-1.59%,$179.05,26.93%,$231.85,64.36%,EXR,NYSE:EXR,-0.084,$152.85,2.19%
NYSE:F,15 Dec 2025,$13.76,1,,1,,$12.71,8.26%,,,,$12.08,-4.96%,-$23.86,-287.75%,$131.55,935.01%,F,NYSE:F,-0.054,$14.04,
NASDAQ:FANG,20 Sep 2025,$163.23,3,$183.50,2,,$185.87,-12.18%,,,,$189.35,1.87%,$230.56,24.05%,$407.82,119.41%,FANG,NASDAQ:FANG,-0.197,$215.52,-14.86%
NASDAQ:FAST,14 Jun 2024,$55.48,2,,,,$44.40,24.96%,,,,$45.72,2.97%,$67.55,52.14%,$70.29,58.31%,FAST,NASDAQ:FAST,-0.164,$45.33,
NYSE:FBIN,7 Jun 2024,$74.94,4,,,,$38.60,94.15%,,,,$39.31,1.84%,$66.23,71.57%,$75.92,96.69%,FBIN,NYSE:FBIN,-0.106,$53.43,
NASDAQ:FBIZ,8 Oct 2025,$51.75,3,$58.00,7,,$58.37,-11.34%,,,,$58.73,0.62%,-$247.85,-524.62%,-$239.85,-510.91%,FBIZ,NASDAQ:FBIZ,-0.050,$66.60,-12.91%
NASDAQ:FBNC,7 Oct 2025,$47.21,3,,,,$58.28,-18.99%,,,,$58.08,-0.34%,-$154.25,-364.68%,-$150.57,-358.36%,FBNC,NASDAQ:FBNC,-0.326,$66.25,
NYSE:FBP,19 Nov 2025,$18.94,3,,,,$22.83,-17.04%,,,,$22.43,-1.75%,-$41.80,-283.08%,-$39.94,-274.96%,FBP,NYSE:FBP,-0.338,$24.79,
NYSE:FC,15 Oct 2025,$24.97,3,$32.00,4,,$23.25,7.40%,,,,$21.54,-7.35%,$65.85,183.24%,$75.67,225.46%,FC,NYSE:FC,-0.251,$28.33,12.95%
NASDAQ:FCBC,21 Oct 2025,$36.41,3,,5,,$42.65,-14.63%,,,,$42.78,0.30%,-$33.66,-178.91%,-$30.45,-171.40%,FCBC,NASDAQ:FCBC,-0.387,$40.00,
NASDAQ:FCCO,2 Oct 2025,$26.67,3,$30.00,7,,$30.85,-13.56%,,,,$31.63,2.53%,-$146.92,-576.24%,-$147.48,-578.06%,FCCO,NASDAQ:FCCO,0.029,$35.33,-15.09%
NYSE:FCF,18 Nov 2025,$17.15,3,$19.00,3,,$18.68,-8.19%,,,,$18.65,-0.16%,-$61.38,-428.59%,-$60.23,-422.41%,FCF,NYSE:FCF,-0.280,$20.67,-8.08%
NYSE:FCN,13 Nov 2025,$198.73,3,$165.00,9,,$179.49,-8.07%,,,,$171.83,-4.27%,$799.86,345.63%,$828.06,361.34%,FCN,NYSE:FCN,-0.548,$173.50,-4.90%
NYSE:FCPT,4 Sep 2025,$29.64,4,$29.40,6,,$25.06,17.32%,,,,$24.64,-1.68%,$40.82,62.90%,$50.21,100.37%,FCPT,NYSE:FCPT,-0.574,$28.00,5.00%
NYSE:FDP,13 Nov 2025,$39.53,3,,4,,$40.92,-3.40%,,,,$43.09,5.30%,$63.60,55.43%,$34.78,-15.01%,FDP,NYSE:FDP,0.283,$52.00,
NYSE:FE,19 Sep 2025,$47.44,4,$46.00,7,,$50.55,-9.00%,,,,$50.68,0.26%,-$10.77,-121.30%,$9.55,-81.11%,FE,NYSE:FE,-0.469,$52.77,-12.83%
NASDAQ:FELE,6 Nov 2025,$93.75,3,,,,$100.16,-6.40%,,,,$105.83,5.66%,$162.75,62.49%,$177.40,77.12%,FELE,NASDAQ:FELE,0.100,$111.75,
NYSE:FERG,8 Jul 2024,$169.94,2,,,,$257.16,-33.92%,,,,$253.88,-1.28%,$0.00,-100.00%,$0.00,-100.00%,FERG,NYSE:FERG,-0.510,$276.27,
NYSE:FF,15 May 2025,$5.93,5,,7,,$4.00,48.25%,,,,$4.13,3.25%,$29.17,629.19%,$27.03,575.86%,FF,NYSE:FF,-0.141,$14.00,
NASDAQ:FFAI,15 Dec 2025,$1.88,3,,,,$0.30,526.30%,,,,$0.29,-3.33%,$0.00,-100.00%,$0.00,-100.00%,FFAI,NASDAQ:FFAI,-0.367,$5.00,
NASDAQ:FFBC,20 Mar 2026,$29.92,3,$31.67,5,3,$29.09,2.85%,2.85%,$29.92,$32.14,$30.05,3.30%,-$70.77,-343.28%,-$59.61,-304.90%,FFBC,NASDAQ:FFBC,0.087,$32.14,-1.46%
NASDAQ:FFIC,27 Oct 2025,$16.10,4,$15.00,5,,$16.14,-7.06%,,,,$15.83,-1.92%,-$207.59,-1386.17%,-$205.91,-1375.77%,FFIC,NASDAQ:FFIC,-0.257,$16.80,-10.71%
NASDAQ:FFIN,19 Nov 2025,$32.29,3,$37.50,5,,$31.14,3.69%,,,,$31.19,0.16%,-$29.81,-195.74%,-$28.62,-191.92%,FFIN,NASDAQ:FFIN,-0.107,$35.40,5.93%
NYSE:FFWM,18 Nov 2025,$6.01,3,$6.38,5,,#N/A,#N/A,,,,,#N/A,-$2.00,#N/A,-$2.00,#N/A,FFWM,NYSE:FFWM,-2.000,,
NASDAQ:FHB,5 Apr 2026,$27.71,3,$26.17,1,3,$26.43,-0.98%,-0.98%,$26.17,$27.71,$27.59,4.39%,-$110.27,-517.22%,-$107.22,-505.69%,FHB,NASDAQ:FHB,0.645,$26.89,-2.68%
NYSE:FHN,18 Aug 2025,$17.99,2,$24.12,6,,$24.17,-25.58%,,,,$23.60,-2.36%,-$58.58,-342.35%,-$55.97,-331.58%,FHN,NYSE:FHN,-0.647,$26.53,-9.08%
NASDAQ:FIBK,19 Nov 2025,$33.58,3,$35.00,4,,$34.07,-1.44%,,,,$34.01,-0.18%,-$147.98,-534.33%,-$138.02,-505.11%,FIBK,NASDAQ:FIBK,-0.096,$36.38,-3.79%
NYSE:FIG,29 Jan 2026,$46.89,3,$51.00,5,,$20.34,130.51%,,,,$17.70,-12.98%,$0.00,-100.00%,$0.00,-100.00%,FIG,NYSE:FIG,-0.534,$40.25,26.71%
NYSE:FINV,24 Oct 2025,$5.94,3,,6,,$5.13,15.79%,,,,$4.61,-10.14%,$0.00,-100.00%,$0.00,-100.00%,FINV,NYSE:FINV,-0.591,$7.71,
NYSE:FIS,11 Feb 2026,$71.87,3,,,,$48.32,48.74%,,,,$44.02,-8.90%,$100.75,108.51%,$160.37,231.90%,FIS,NYSE:FIS,-0.062,$66.00,
NASDAQ:FISI,20 Oct 2025,$28.36,3,$30.00,5,,$34.28,-17.27%,,,,$33.67,-1.78%,-$187.56,-647.14%,-$180.00,-625.10%,FISI,NASDAQ:FISI,-0.348,$37.00,-18.92%
NASDAQ:FITB,7 Apr 2026,$48.60,3,$56.10,8,3,$49.84,-2.49%,-2.49%,$48.60,$56.12,$49.37,-0.94%,-$120.94,-342.65%,-$114.05,-328.83%,FITB,NASDAQ:FITB,-0.069,$56.12,-0.04%
NYSE:FIX,23 Aug 2025,$534.79,1,$736.60,8,,"$1,648.96",-67.57%,,,,"$1,585.12",-3.87%,"$2,251.55",36.54%,"$2,324.43",40.96%,FIX,NYSE:FIX,-0.424,"$1,670.25",-55.90%
NASDAQ:FIZZ,17 Mar 2026,$41.05,3,$35.00,2,2.5,$33.87,3.34%,,,,$35.40,4.52%,$69.21,104.35%,$73.36,116.59%,FIZZ,NASDAQ:FIZZ,0.032,$35.00,0.00%
NASDAQ:FLEX,5 Feb 2026,$63.22,2,$73.75,6,,$78.43,-19.39%,,,,$76.01,-3.09%,$75.02,-4.35%,$91.64,16.85%,FLEX,NASDAQ:FLEX,-0.170,$75.44,-2.24%
